"ID","Protein.Group","Genes","First.Protein.Description","mean_pI","mean_mw","mean_gravy"
4461,"Q5FVF4","Tm7sf3","Transmembrane 7 superfamily member 3",8.55242382342415,63584.87014,0.313451327433628
4462,"Q5FVF9","Btd","Biotinidase",5.52317742742594,58021.13894,-0.0608445297504799
4463,"Q5FVG8","Gramd2b","GRAM domain-containing protein 2B",7.73053881972046,49229.35724,-0.501123595505618
4464,"Q5FVH0","C1qtnf5","Complement C1q tumor necrosis factor-related protein 5",6.22265079723986,25334.48954,-0.280246913580247
4465,"Q5FVH2","Pld3","5'-3' exonuclease PLD3",6.07534379151339,54399.13184,-0.15327868852459
4466,"Q5FVH7","Mea1","Male-enhanced antigen 1",3.97611513027902,18584.09204,-0.731609195402299
4467,"Q5FVI3","Lrrc57","Leucine-rich repeat-containing protein 57",8.71912592315923,26724.05894,-0.181171548117155
4468,"Q5FVI6","Atp6v1c1","V-type proton ATPase subunit C 1",7.16560903773425,43900.55744,-0.304712041884817
4469,"Q5FVK6","Cc2d1b","Coiled-coil and C2 domain-containing protein 1B",5.21785629724854,93533.63274,-0.63
4470,"Q5FVL0","Atp6v0d2","V-type proton ATPase subunit d 2",5.26837871883266,40519.56874,-0.201142857142857
4471,"Q5FVL2","Emc8","ER membrane protein complex subunit 8",5.72385290725061,23405.50334,-0.368115942028986
4472,"Q5FVM3","Retreg1","Reticulophagy regulator 1",4.68796698626564,52781.67344,-0.255
4473,"Q5FVM4","Nono","Non-POU domain-containing octamer-binding protein",9.01207858058984,54925.26084,-1.03781512605042
4474,"Q5FVN0","Lpcat3","Lysophospholipid acyltransferase 5",8.88010616062784,56017.71964,0.315400410677618
4475,"Q5FVN1","Stbd1","Starch-binding domain-containing protein 1",5.72637262151482,35494.37434,-0.461261261261261
4476,"Q5FVN3","Ccl9","C-C motif chemokine ligand 9",9.27906216932224,13101.12754,-0.211965811965812
4477,"Q5FVP6","Gmpr2","GMP reductase",6.5409876423026,31184.73324,-0.15
4478,"Q5FVP9","LOC100361907","Cfh protein",7.72066131364328,45306.31194,-0.664885496183206
4479,"Q5FVQ2","Ppan","Peter pan homolog",10.196836434143,52539.05944,-0.726170212765958
4480,"Q5FVQ4","Mlec","Malectin",5.38498274408421,32418.11244,-0.219931271477663
4481,"Q5FVQ8","Nlrx1","NLR family member X1",7.42382579896447,107589.88824,-0.0964028776978418
4482,"Q5FVR4","Eri1","3'-5' exoribonuclease 1",8.2511326778648,39580.27684,-0.670724637681159
4483,"Q5FVR7","Cpsf4","Cleavage and polyadenylation specificity factor subunit 4",8.59777231804037,27418.75044,-0.490946502057613
4484,"Q5FWS5","Loxl1","Lysyl oxidase homolog",6.59843857921848,66589.37384,-0.726151315789474
4485,"Q5FWT1","Fam98a","Protein FAM98A",9.06277498010624,55070.40934,-0.736699029126214
4486,"Q5FWT7","Ublcp1","Ubiquitin-like domain-containing CTD phosphatase 1",6.08255920340106,36866.72964,-0.442767295597484
4487,"Q5FWT9","Sike1","Suppressor of IKBKE 1",5.0901005039707,23577.80064,-0.519323671497585
4488,"Q5FWU0","Wasf2","Wiskott-Aldrich syndrome protein family member",5.36515932490778,53976.55424,-0.840241448692153
4489,"Q5FWY5","Aip","AH receptor-interacting protein",6.09259710418153,37598.92044,-0.526666666666667
4490,"Q5GAM2","Rnase17","Ribonuclease 17",10.0780396090313,18242.24924,-0.431612903225806
4491,"Q5GAM3","LOC100361814","Ribonuclease 16",9.44532790970667,17685.37254,-0.235897435897436
4492,"Q5GAM5","Ang2","Angiogenin ribonuclease 2",9.61919937205626,18527.32744,-0.355089820359281
4493,"Q5HZA4","Lysmd1","LysM and putative peptidoglycan-binding domain-containing protein 1",8.92904318801921,24877.82584,-0.857709251101322
4494,"Q5HZA9","Tmem126a","Transmembrane protein 126A",9.57758251717458,21657.34404,0.199489795918367
4495,"Q5HZB0","Tmem123","Porimin",9.89803620647645,19983.84204,0.088659793814433
4496,"Q5HZE4","Mri1","Methylthioribose-1-phosphate isomerase",5.705358039986,39587.27024,0.0208672086720867
4497,"Q5HZF2","Wbp4","WW domain-binding protein 4",6.66956342204537,42156.87394,-1.21657754010695
4498,"Q5HZV9","Ppp1r7","Protein phosphatase 1 regulatory subunit 7",4.8427857791945,41296.96514,-0.497777777777778
4499,"Q5HZY0","Ubxn4","UBX domain-containing protein 4",5.87925231572653,56394.02354,-0.7300395256917
4500,"Q5HZY2","Sar1b","GTP-binding protein SAR1b",5.75362861262923,22409.88614,-0.0777777777777778
4501,"Q5I034","Custos","Protein CUSTOS",7.70519706225608,30056.47434,-1.06750902527076
4502,"Q5I0C3","Mccc1","Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",6.68424257323924,79329.67954,-0.288531468531469
4503,"Q5I0D1","Glod4","Glyoxalase domain-containing protein 4",5.11007479805148,33267.65764,-0.386241610738255
4504,"Q5I0D7","Pepd","Xaa-Pro dipeptidase",5.61148369194084,54750.53254,-0.129878048780488
4505,"Q5I0E3","","Uncharacterized protein C7orf50 homolog",9.78890738448313,22126.45184,-0.982383419689119
4506,"Q5I0E7","Tmed9","Transmembrane emp24 domain-containing protein 9",8.42737627592049,27028.10234,-0.302127659574468
4507,"Q5I0E8","Kif22","Kinesin-like protein KIF22",9.47806482364593,73055.70254,-0.537899543378995
4508,"Q5I0G4","Gars1","Glycine--tRNA ligase",6.15218123433286,81792.68174,-0.313324175824176
4509,"Q5I0H3","Sumo1","Small ubiquitin-related modifier 1",5.34770822985242,11556.98914,-0.915841584158416
4510,"Q5I0H4","Tmco1","Calcium load-activated calcium channel",9.77026507888753,21174.96714,-0.112765957446809
4511,"Q5I0H9","Pdia5","Protein disulfide-isomerase A5",7.06594533307954,59399.24414,-0.492649903288201
4512,"Q5I0K3","Clybl","Citramalyl-CoA lyase, mitochondrial",8.16336152579476,37321.25704,-0.0937869822485207
4513,"Q5I0K8","Mrps7","28S ribosomal protein S7, mitochondrial",10.0323605481247,28196.96754,-0.523140495867769
4514,"Q5I0L4","Nubp1","Cytosolic Fe-S cluster assembly factor NUBP1",5.68890456772313,34044.89784,-0.14125
4515,"Q5I0L7","Kti12","Protein KTI12 homolog",7.12299589274174,38357.79964,-0.273428571428571
4516,"Q5I0M1","Apoh","Beta-2-glycoprotein 1",NA,NA,NA
4517,"Q5I0P2","Gcsh","Glycine cleavage system H protein, mitochondrial",4.98260696593955,18485.06374,-0.13
4518,"Q5KTC7","Naaa","N-acylethanolamine-hydrolyzing acid amidase",5.27822569147893,40313.08074,-0.00718232044198897
4519,"Q5M7A4","Uba5","Ubiquitin-like modifier-activating enzyme 5",4.90516119789288,44895.05944,-0.309429280397022
4520,"Q5M7A7","Cnrip1","CB1 cannabinoid receptor-interacting protein 1",7.86231420326592,18658.45194,-0.341463414634146
4521,"Q5M7T9","Thnsl2","Threonine synthase-like 2",6.14971875197906,54137.08824,-0.121443298969072
4522,"Q5M7U6","Actr2","Actin-related protein 2",6.31414195683455,44733.75964,-0.177918781725888
4523,"Q5M7V8","Thrap3","Thyroid hormone receptor-associated protein 3",10.1602547058635,108252.37234,-1.62397476340694
4524,"Q5M7W1","Txnip","Thioredoxin-interacting protein",6.53205788621023,44017.62324,-0.259137055837563
4525,"Q5M7W5","Map4","Microtubule-associated protein 4",4.63434969471706,110300.75394,-0.567738883632923
4526,"Q5M7W7","Pars2","Probable proline--tRNA ligase, mitochondrial",8.0873864024291,53332.72824,-0.155789473684211
4527,"Q5M819","Psph","Phosphoserine phosphatase",5.47051569242596,24967.61174,-0.109333333333333
4528,"Q5M823","Nudcd2","NudC domain-containing protein 2",4.98991274097296,17673.90194,-0.52484076433121
4529,"Q5M824","Shc1","SHC-transforming protein 1",6.63186197795218,51503.46834,-0.478464818763326
4530,"Q5M827","Pir","Pirin",6.23648081194933,32178.53944,-0.524742268041237
4531,"Q5M830","Rfc3","Replication factor C (Activator 1) 3",8.78031950471662,40479.20294,-0.228370786516854
4532,"Q5M856","Spc25","Kinetochore protein Spc25",8.58175763365691,26189.04974,-0.703982300884956
4533,"Q5M872","Dpep2","Dipeptidase 2",6.41756958997403,53285.04964,-0.141580041580042
4534,"Q5M883","Clic2","Chloride intracellular channel protein 2",5.44542728146799,28161.16634,-0.469387755102041
4535,"Q5M890","Apon","Apolipoprotein N",NA,NA,NA
4536,"Q5M939","Hat1","Histone acetyltransferase type B catalytic subunit",5.58122563415219,49241.20954,-0.433890214797136
4537,"Q5M943","Thumpd1","THUMP domain-containing 1",8.3524676225478,38916.07624,-0.777903682719547
4538,"Q5M947","Rrp15","RRP15-like protein",8.70066804893327,30925.83614,-1.09178571428571
4539,"Q5M963","Cmas","N-acylneuraminate cytidylyltransferase",8.51543836045619,48140.07944,-0.375462962962963
4540,"Q5M9F1","Rbm34","RNA-binding protein 34",10.1985376249008,47660.54184,-0.86588785046729
4541,"Q5M9G1","Hexim1","Protein HEXIM1",5.27077860156533,40317.28704,-1.28792134831461
4542,"Q5M9G3","Caprin1","Caprin-1",5.14007272173658,78120.89344,-0.901414427157001
4543,"Q5M9G6","Snip1","Smad nuclear interacting protein 1",10.0009328229479,44922.77884,-1.39074550128535
4544,"Q5M9G9","Tbrg4","FAST kinase domain-containing protein 4",8.58619515733328,71180.84694,-0.0864864864864865
4545,"Q5M9I5","Uqcrh","Cytochrome b-c1 complex subunit 6, mitochondrial",4.90510735281121,10423.62964,-1.01910112359551
4546,"Q5M9I6","Mmtag2","Multiple myeloma tumor-associated protein 2 homolog",9.8559646320275,29299.68544,-1.455
4547,"Q5PPG7","Eif2d","Eukaryotic translation initiation factor 2D",7.92726434172662,62669.36554,-0.256666666666667
4548,"Q5PPH0","Enoph1","Enolase-phosphatase E1",4.84597160926913,28874.66334,-0.126053639846743
4549,"Q5PPI1","Srsf9","Serine/arginine-rich splicing factor 9",8.67746227404031,25498.25884,-1.04343891402715
4550,"Q5PPI3","Gskip","GSK3B-interacting protein",4.22131538420177,15557.29414,-0.328776978417266
4551,"Q5PPJ2","Rsrc1","Serine/Arginine-related protein 53",11.1099899507364,38668.05784,-1.66526946107784
4552,"Q5PPJ4","Dohh","Deoxyhypusine hydroxylase",4.97505078926732,33076.66224,-0.182781456953642
4553,"Q5PPJ9","Sh3glb2","Endophilin-B2",5.4373091268516,44852.78034,-0.424009900990099
4554,"Q5PPK9","Eipr1","EARP and GARP complex-interacting protein 1",4.90123273311538,43156.90754,-0.425388601036269
4555,"Q5PPL3","Nsdhl","Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",8.9895202758316,40411.61214,-0.129005524861878
4556,"Q5PPN5","Tppp3","Tubulin polymerization-promoting protein family member 3",9.17996920759204,18979.50734,-0.634090909090909
4557,"Q5PPN7","Ccdc51","Mitochondrial potassium channel",8.25265774041328,45813.28194,-0.414878048780488
4558,"Q5PQJ6","Pycr3","Pyrroline-5-carboxylate reductase 3",6.63034834802699,28878.47074,0.113138686131387
4559,"Q5PQJ7","Tbcel","Tubulin-specific chaperone cofactor E-like protein",5.35168024840403,48045.76974,-0.299056603773585
4560,"Q5PQK2","Fus","Fus RNA-binding protein",9.40107723617218,52673.14774,-1.31602316602317
4561,"Q5PQK4","Uimc1","BRCA1-A complex subunit RAP80",6.30926729252332,80380.82654,-0.911432506887052
4562,"Q5PQK8","Tbrg1","Transforming growth factor beta regulator 1",7.96475690090821,44785.00844,-0.534975369458128
4563,"Q5PQL2","Cnot9","CCR4-NOT transcription complex subunit 9",8.22342413584715,33601.15604,-0.00802675585284284
4564,"Q5PQL5","Ptdss1","Phosphatidylserine synthase 1",8.53202231507046,55663.81564,0.16723044397463
4565,"Q5PQN6","Vipas39","Spermatogenesis-defective protein 39 homolog",7.30219250042396,53305.12644,-0.666739130434783
4566,"Q5PQN7","Lzic","Protein LZIC",4.89002871934575,21394.36674,-0.597894736842105
4567,"Q5PQN9","Mrpl38","39S ribosomal protein L38, mitochondrial",7.83762202408988,44837.59224,-0.761315789473684
4568,"Q5PQP1","Rbms1","RNA-binding motif, single-stranded-interacting protein 1",8.79430359010042,44067.75694,-0.547146401985112
4569,"Q5PQQ2","Wbp11","WW domain-binding protein 11",7.87592940534528,69995.69614,-0.973010920436818
4570,"Q5PQQ8","Itgbl1","Integrin beta-like protein 1",5.2797815296289,53904.21174,-0.606275303643725
4571,"Q5PQR4","Rsrc2","Arginine/serine-rich coiled-coil protein 2",11.4575641754482,43890.52224,-1.55159574468085
4572,"Q5PQR5","Imp4","U3 small nucleolar ribonucleoprotein protein IMP4",9.34927632338407,33656.47024,-0.580756013745705
4573,"Q5PQS6","Smg9","Nonsense-mediated mRNA decay factor SMG9",6.54509824000072,57632.66784,-0.486923076923077
4574,"Q5PQT2","Mtmr3","Myotubularin-related protein 3",5.71277713445669,133499.86804,-0.511809045226131
4575,"Q5PQX0","Uxs1","UDP-glucuronic acid decarboxylase 1",8.98363943777433,47538.67864,-0.381666666666667
4576,"Q5PQX1","Tor1aip1","Torsin-1A-interacting protein 1",6.00780538637542,65649.01734,-0.804288164665523
4577,"Q5PQZ9","Ndufc2","NADH dehydrogenase [ubiquinone] 1 subunit C2",NA,NA,NA
4578,"Q5QD51","Akap12","A-kinase anchor protein 12",4.34230302679286,181110.20454,-0.914344991108477
4579,"Q5QJC9","Bag5","BAG family molecular chaperone regulator 5",5.84105801572019,51030.47314,-0.482997762863535
4580,"Q5R212","Prss35","Inactive serine protease 35",9.69230874012795,45495.68234,-0.560098522167488
4581,"Q5RJK5","Cbx3","Chromobox 3",5.22837871006737,20811.42194,-0.966666666666667
4582,"Q5RJK8","Acbd6","Acyl-CoA-binding domain-containing protein 6",4.93165139466259,30810.44704,-0.474822695035461
4583,"Q5RJK9","Polr1c","DNA-directed RNA polymerases I and III subunit RPAC1",NA,NA,NA
4585,"Q5RJP0","Akr1b7","Aldo-keto reductase family 1 member B7",7.79797777863316,36121.79274,-0.302215189873418
4586,"Q5RJP7","Pdgfrl","Platelet-derived growth factor receptor-like protein",8.63630478755388,41932.77474,-0.432
4587,"Q5RJP9","Srek1ip1","Protein SREK1IP1",9.9701794578095,18048.64864,-1.95228758169935
4588,"Q5RJQ4","Sirt2","NAD-dependent protein deacetylase sirtuin-2",6.73184860802388,39319.26814,-0.305142857142857
4589,"Q5RJR2","Twf1","Twinfilin-1",6.21297684709433,40090.47454,-0.548857142857143
4590,"Q5RJR8","Lrrc59","Leucine-rich repeat-containing protein 59",9.57288514386041,34869.30744,-0.7814332247557
4591,"Q5RJR9","Serpinh1","Serpin H1",NA,NA,NA
4592,"Q5RJT2","Ftsj3","pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3",8.40260859068785,94767.32004,-0.850060313630881
4593,"Q5RJY4","Dhrs7b","Dehydrogenase/reductase SDR family member 7B",9.60959340461557,35342.02754,0.072
4594,"Q5RJZ6","Scoc","Short coiled-coil protein",4.53643877617611,13689.16304,-0.687704918032787
4595,"Q5RK00","Mrpl46","39S ribosomal protein L46, mitochondrial",7.10714397566551,31673.27264,-0.530685920577617
4596,"Q5RK08","Nipsnap2","Glioblastoma amplified sequence",9.39925311777988,32941.74694,-0.56085409252669
4597,"Q5RK09","Eif3g","Eukaryotic translation initiation factor 3 subunit G",5.70037129140745,35651.03774,-0.8284375
4598,"Q5RK19","Snf8","Vacuolar-sorting protein SNF8",6.21507894052628,28884.29964,-0.238759689922481
4599,"Q5RK27","Slc12a7","Solute carrier family 12 member 7",6.17380934183186,119378.32704,0.123361034164358
4600,"Q5RK28","Nmes1","Normal mucosa of esophagus-specific gene 1 protein",9.98615050811365,9598.19894,-0.42289156626506
4601,"Q5RK30","Sbds","Ribosome maturation protein SBDS",8.9110451106786,28752.49694,-0.5172
4602,"Q5RKH0","Glyr1","Cytokine-like nuclear factor N-PAC",9.23849001301788,60421.33654,-0.415579710144928
4603,"Q5RKH1","Prpf4b","Serine/threonine-protein kinase PRP4 homolog",10.2260494129675,117006.65484,-1.30019860973188
4604,"Q5RKH6","Os9","Protein OS-9",4.77378436617031,75364.92504,-0.885435435435435
4605,"Q5RKI0","Wdr1","WD repeat-containing protein 1",6.15157326387658,66181.44764,-0.264521452145215
4606,"Q5RKI1","Eif4a2","Eukaryotic initiation factor 4A-II",5.32874608934843,46402.26794,-0.257985257985258
4607,"Q5RKI6","Eif1ad","Probable RNA-binding protein EIF1AD",4.92164137945525,19076.00754,-0.961676646706587
4608,"Q5RKI9","Mrrf","Ribosome-recycling factor, mitochondrial",9.75861662055847,29151.92514,-0.407251908396947
4609,"Q5RKJ9","Rab10","RAB10, member RAS oncogene family",8.59578301641701,22540.93254,-0.33
4610,"Q5RKL5","Steap3","Metalloreductase STEAP3",9.32929342224632,54673.96904,0.179713114754098
4611,"Q5SGE0","Lrpprc","Leucine-rich PPR motif-containing protein, mitochondrial",6.20439431870559,156652.77544,-0.183261494252874
4612,"Q5U1X1","Rexo2","Oligoribonuclease, mitochondrial",6.73460682942433,26751.68394,-0.491561181434599
4613,"Q5U1Y4","Akr1e2","1,5-anhydro-D-fructose reductase",7.33449887037414,34499.83914,-0.303322259136213
4614,"Q5U1Z0","Rab3gap2","Rab3 GTPase-activating protein non-catalytic subunit",5.61856765777726,154430.58864,-0.203391053391053
4615,"Q5U1Z2","Trappc3","Trafficking protein particle complex subunit 3",4.84606867227309,20302.11664,-0.241666666666667
4616,"Q5U204","Lamtor3","Ragulator complex protein LAMTOR3",6.9317362049104,13579.74534,0.195161290322581
4617,"Q5U206","Calml3","Calmodulin-like protein 3",4.1791020597994,16802.54704,-0.631543624161074
4618,"Q5U209","Rnaseh2a","Ribonuclease H2 subunit A",5.03051450492814,33285.67484,-0.296677740863787
4619,"Q5U211","Snx3","Sorting nexin-3",8.72590048206182,18762.35754,-0.62962962962963
4620,"Q5U214","Snrpa","U1 small nuclear ribonucleoprotein A",9.83180393478709,31176.45224,-0.413167259786477
4621,"Q5U216","Ddx39a","ATP-dependent RNA helicase DDX39A",5.46061504646562,49109.48324,-0.292974238875878
4622,"Q5U2M6","Dcaf8","DDB1- and CUL4-associated factor 8",5.54276806343071,66155.72444,-0.829103214890017
4623,"Q5U2M8","Mdc1","Mediator of DNA damage checkpoint protein 1",4.83299043902993,136948.27604,-0.706176700547303
4624,"Q5U2N0","Ctps2","CTP synthase 2",5.97226080535811,65673.53024,-0.164334470989761
4625,"Q5U2Q5","Rrm1","Ribonucleoside-diphosphate reductase",6.31286635326669,90293.36594,-0.371969696969697
4626,"Q5U2Q7","Etf1","Eukaryotic peptide chain release factor subunit 1",5.5101865884561,49030.89814,-0.311441647597254
4627,"Q5U2R0","Mat2b","Methionine adenosyltransferase 2 subunit beta",6.48835671176766,37374.64764,-0.285329341317365
4628,"Q5U2R6","P33monox","Putative monooxygenase p33MONOX",9.43806578986298,32797.11794,-0.752302631578947
4629,"Q5U2R7","Mesd","LRP chaperone MESD",5.51345718205261,25215.57754,-0.824107142857143
4630,"Q5U2S0","Rsrp1","Arginine/serine-rich protein 1",11.7302935873013,34516.22054,-1.49866666666667
4631,"Q5U2S5","Snx24","Sorting nexin-24",6.53929325643869,19652.63194,-0.372189349112426
4632,"Q5U2T4","Fibin","Fin bud initiation factor homolog",5.5543107438174,24753.70364,-0.689861751152074
4633,"Q5U2U0","Clpx","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",7.88123959644479,69207.71994,-0.414060031595577
4634,"Q5U2U2","Crkl","Crk-like protein",6.27563195588022,33865.05544,-0.6003300330033
4635,"Q5U2U7","Rnmt","mRNA cap guanine-N7 methyltransferase",6.06634827239823,52816.66134,-0.712147505422994
4636,"Q5U2U8","Bag3","BAG cochaperone 3",NA,NA,NA
4637,"Q5U2V1","Fkbp10","peptidylprolyl isomerase",5.28139005161183,64786.70164,-0.276075731497418
4638,"Q5U2V4","Plbd1","Phospholipase B-like 1",8.73433254609987,63027.43044,-0.282727272727273
4639,"Q5U2V8","Emc3","ER membrane protein complex subunit 3",6.38366678521418,29979.98814,-0.0532567049808429
4640,"Q5U2W5","Tbl3","Transducin beta-like protein 3",6.26965488038657,88371.87414,-0.089125
4641,"Q5U2X0","Cdkn2aip","CDKN2A-interacting protein",9.29974305587018,60743.63364,-0.580526315789474
4642,"Q5U2X5","Tnk2","Activated CDC42 kinase 1",7.41126136752368,115068.20144,-0.536153846153846
4643,"Q5U2X6","Ccdc47","PAT complex subunit CCDC47",4.73890962712772,55732.66724,-0.759006211180124
